CustomerId,Churn
15685226,Não
15785611,Não
15573456,Não
15684548,Não
15620505,Não
15807432,Não
15584766,Não
15612187,Sim
15762218,Não
15646372,Sim
15690452,Sim
15747795,Sim
15781589,Não
15732674,Não
15642291,Não
15692761,Não
15578045,Sim
15745354,Não
15701376,Não
15691625,Sim
15566594,Não
15760431,Não
15686302,Não
15801559,Sim
15810432,Não
15809616,Não
15720559,Sim
15695632,Não
15659843,Não
15615624,Não
15810418,Sim
15716186,Não
15674551,Sim
15622834,Sim
15566111,Sim
15784597,Não
15652883,Não
15806964,Não
15576313,Sim
15806467,Sim
15597602,Sim
15743040,Não
15705521,Sim
15595039,Sim
15799384,Não
15581197,Sim
15693737,Não
15624623,Não
15783501,Não
15690134,Sim
15782735,Sim
15611088,Não
15672145,Não
15732628,Não
15787470,Sim
15803406,Não
15730460,Sim
15644572,Não
15694860,Sim
15658169,Não
15794396,Sim
15785798,Não
15710825,Não
15668444,Sim
15726631,Não
15733797,Não
15747960,Não
15634632,Não
15707362,Sim
15662976,Não
15732778,Não
15718443,Não
15670039,Não
15773792,Não
15613786,Não
15726032,Não
15663252,Não
15593782,Sim
15633283,Não
15749167,Não
15759298,Não
15683625,Não
15635367,Não
15681705,Não
15603156,Não
15591986,Sim
15798888,Sim
15809722,Não
15677538,Não
15797736,Não
15695585,Não
15744398,Não
15750658,Sim
15578186,Não
15676519,Sim
15637954,Não
15758639,Não
15613772,Não
15731744,Não
15807709,Sim
15714689,Não
15699005,Não
15624170,Não
15725679,Sim
15585865,Não
15804256,Não
15662403,Não
15733616,Não
15591995,Não
15677020,Sim
15727688,Não
15715941,Não
15714485,Sim
15730059,Não
15715527,Sim
15576623,Não
15805565,Sim
15677307,Sim
15773890,Não
15598883,Não
15568506,Não
15761043,Não
15782236,Não
15593601,Não
15682048,Sim
15746902,Não
15752081,Sim
15781307,Não
15775912,Não
15745417,Sim
15671256,Sim
15653547,Sim
15595766,Não
15742358,Não
15763274,Sim
15786063,Não
15600258,Não
15573318,Não
15653849,Sim
15694272,Não
15736112,Não
15749851,Não
15663478,Não
15592300,Não
15567832,Sim
15776780,Sim
15592846,Não
15739803,Não
15794142,Sim
15762729,Sim
15667896,Não
15626578,Não
15776223,Sim
15705953,Sim
15802593,Sim
15615457,Não
15708916,Não
15720187,Não
15595440,Não
15600651,Não
15750141,Não
15657284,Sim
15763063,Não
15709324,Não
15711309,Sim
15775318,Sim
15705515,Não
15634844,Sim
15717046,Não
15571816,Sim
15670080,Sim
15800440,Sim
15665678,Não
15665956,Sim
15788126,Não
15811773,Não
15651674,Sim
15689614,Sim
15795564,Não
15706647,Sim
15728505,Não
15730076,Sim
15622003,Não
15607312,Não
15644753,Não
15653620,Não
15761986,Sim
15633922,Não
15734674,Sim
15658032,Não
15692671,Não
15737741,Não
15576352,Não
15753719,Sim
15803689,Sim
15718057,Sim
15722010,Sim
15680998,Não
15614782,Sim
15591047,Não
15788291,Sim
15604044,Não
15679587,Não
15775153,Não
15603925,Não
15680970,Sim
15697183,Não
15567446,Sim
15637476,Sim
15714939,Sim
15683503,Sim
15645569,Não
15782569,Sim
15592387,Não
15609286,Não
15814035,Não
15661249,Não
15629117,Não
15607170,Não
15586585,Sim
15686611,Não
15603203,Não
15619857,Sim
15805062,Não
15660271,Não
15745295,Sim
15719352,Não
15766575,Sim
15594594,Não
15646161,Não
15682585,Não
15603134,Não
15636444,Não
15773456,Não
15745307,Sim
15604119,Não
15626900,Não
15605447,Sim
15589030,Não
15692463,Não
15712403,Sim
15811762,Sim
15718673,Não
15724282,Não
15738181,Não
15633648,Não
15603323,Não
15583725,Sim
15588350,Não
15798398,Sim
15784844,Sim
15580684,Não
15809663,Não
15640078,Sim
15698786,Sim
15569807,Sim
15730830,Não
15805112,Sim
15633064,Não
15703119,Não
15730447,Não
15813850,Sim
15711889,Sim
15664610,Sim
15751710,Não
15692926,Não
15813741,Não
15698474,Sim
15568595,Sim
15603065,Não
15592937,Sim
15699637,Sim
15667215,Não
15788659,Não
15763218,Não
15645772,Não
15725511,Não
15575024,Não
15640825,Não
15662397,Não
15576368,Sim
15674991,Não
15721024,Não
15745621,Não
15642394,Não
15754605,Não
15607040,Não
15715142,Sim
15810978,Sim
15668886,Não
15780804,Sim
15613880,Sim
15775238,Sim
15786905,Não
15747867,Não
15600337,Sim
15801277,Não
15579334,Sim
15802741,Sim
15720649,Sim
15589493,Não
15688251,Não
15665238,Sim
15740900,Não
15681068,Sim
15748625,Não
15727299,Sim
15620204,Sim
15669516,Não
15736534,Não
15803457,Não
15659098,Não
15603436,Não
15566292,Não
15808621,Não
15580148,Sim
15776231,Não
15773809,Não
15649423,Não
15734886,Não
15722548,Sim
15650288,Sim
15629448,Sim
15716164,Sim
15807609,Sim
15578977,Não
15677369,Sim
15804072,Não
15696859,Não
15653780,Sim
15721658,Não
15578761,Não
15736879,Não
15571973,Sim
15626742,Não
15672692,Não
15673570,Não
15767432,Sim
15654238,Sim
15612525,Sim
15812750,Não
15790757,Não
15723873,Não
15744607,Não
15612966,Sim
15784209,Sim
15794278,Sim
15766741,Não
15661036,Não
15705639,Não
15637414,Não
15716835,Não
15696231,Não
15641675,Sim
15670755,Não
15640059,Não
15787619,Não
15587535,Sim
15813034,Não
15698839,Não
15790314,Não
15634245,Sim
15677305,Não
15661526,Não
15685997,Não
15660101,Não
15637979,Não
15815364,Não
15647099,Sim
15625944,Sim
15583212,Sim
15582741,Sim
15637876,Sim
15622750,Sim
15672056,Sim
15812351,Não
15810864,Sim
15677921,Sim
15724296,Não
15685329,Sim
15584091,Não
15640442,Não
15639314,Não
15685320,Não
15789158,Sim
15752137,Não
15712551,Sim
15628936,Não
15797227,Não
15769974,Sim
15737051,Não
15585595,Não
15654060,Não
15745196,Não
15571221,Sim
15660155,Não
15605284,Não
15694366,Sim
15600739,Não
15653253,Não
15763431,Não
15643696,Não
15707473,Sim
15769504,Sim
15776807,Não
15686870,Não
15668747,Sim
15766908,Sim
15570134,Não
15567367,Sim
15747542,Não
15762238,Não
15681554,Não
15712825,Não
15640280,Não
15756026,Sim
15613319,Sim
15798906,Não
15708917,Sim
15778463,Sim
15699430,Não
15649992,Não
15578980,Não
15775306,Sim
15641655,Não
15619708,Não
15734565,Não
15806438,Sim
15591969,Não
15747807,Não
15596939,Não
15716155,Sim
15765311,Não
15757811,Sim
15603830,Não
15660602,Não
15660535,Não
15666633,Não
15596914,Não
15639788,Não
15695846,Não
15726234,Sim
15797964,Não
15625881,Não
15780628,Não
15575883,Não
15585036,Não
15589488,Sim
15585888,Sim
15727915,Sim
15707567,Sim
15737792,Sim
15599433,Sim
15672012,Sim
15806983,Sim
15592222,Sim
15608968,Não
15586959,Não
15646558,Sim
15725811,Não
15572265,Não
15794048,Sim
15677610,Sim
15745012,Não
15601589,Não
15686436,Não
15693864,Sim
15760550,Não
15686137,Não
15809087,Sim
15807663,Sim
15809100,Sim
15794916,Não
15614215,Não
15805449,Não
15686983,Não
15808017,Não
15756804,Sim
15646810,Não
15710424,Não
15799422,Não
15692750,Sim
15794549,Não
15803764,Não
15674840,Não
15653762,Sim
15581229,Sim
15800228,Não
15656333,Sim
15697497,Não
15585362,Sim
15571928,Sim
15785519,Sim
15743007,Sim
15777211,Sim
15721935,Não
15591711,Não
15625021,Não
15702968,Sim
15600462,Sim
15768104,Não
15780140,Não
15585255,Sim
15772781,Sim
15669987,Não
15697000,Não
15733119,Não
15782390,Sim
15654700,Sim
15632210,Não
15642041,Não
15709737,Não
15792388,Sim
15786014,Não
15794580,Sim
15675964,Sim
15814275,Não
15724848,Sim
15754713,Não
15693814,Não
15599660,Não
15746490,Sim
15566091,Sim
15655961,Sim
15710404,Não
15775625,Sim
15792328,Não
15719856,Sim
15593773,Não
15733114,Não
15797748,Não
15743411,Sim
15753337,Sim
15601026,Não
15658485,Não
15636731,Não
15628303,Não
15633461,Sim
15677135,Sim
15590876,Não
15790782,Sim
15700476,Não
15634141,Não
15737795,Não
15790299,Sim
15675316,Não
15613630,Sim
15662100,Sim
15668032,Não
15599289,Sim
15754084,Não
15676521,Não
15804586,Sim
15781465,Sim
15729362,Não
15709295,Não
15745324,Sim
15741336,Não
15783659,Sim
15620981,Sim
15630328,Não
15785899,Sim
15606149,Sim
15671139,Não
15660429,Não
15571002,Sim
15631681,Não
15731522,Sim
15619529,Não
15628034,Não
15686164,Sim
15582797,Não
15753831,Não
15731815,Sim
15580956,Sim
15602084,Não
15589805,Não
15720893,Não
15641009,Sim
15605926,Sim
15805955,Sim
15801488,Não
15605918,Não
15779711,Não
15705620,Não
15685357,Não
15570060,Sim
15582616,Não
15799515,Sim
15642937,Não
15624729,Não
15566156,Sim
15792360,Não
15807008,Sim
15704770,Não
15756475,Não
15655339,Não
15613749,Não
15664521,Não
15681206,Sim
15745527,Não
15806926,Não
15724563,Não
15782899,Não
15623521,Não
15810218,Sim
15645621,Não
15608114,Sim
15659557,Não
15787772,Sim
15691111,Não
15592089,Não
15633897,Não
15701301,Não
15723685,Não
15701602,Sim
15739189,Não
15573086,Não
15569050,Sim
15750765,Sim
15799811,Sim
15698442,Não
15655274,Não
15603594,Não
15585961,Não
15686936,Não
15770424,Não
15587451,Sim
15602010,Sim
15600583,Não
15654673,Sim
15717164,Não
15765014,Não
15682639,Não
15729279,Não
15759805,Não
15767864,Não
15769948,Não
15686345,Não
15688071,Sim
15681174,Sim
15667521,Não
15750243,Não
15695475,Não
15689176,Não
15652955,Não
15668958,Não
15631054,Não
15581479,Não
15577478,Sim
15780870,Sim
15692317,Não
15593969,Sim
15570417,Não
15779059,Não
15785980,Não
15644200,Sim
15793949,Sim
15645103,Sim
15705860,Sim
15623828,Não
15715003,Sim
15623471,Sim
15798348,Sim
15743016,Não
15769499,Sim
15798521,Não
15706534,Sim
15706186,Não
15812197,Sim
15650933,Sim
15692991,Não
15631189,Sim
15762198,Não
15699598,Não
15692744,Não
15688963,Sim
15599131,Não
15680303,Sim
15628674,Não
15648075,Sim
15586970,Sim
15625698,Não
15790497,Não
15682618,Não
15762937,Não
15750929,Não
15729832,Não
15633650,Não
15748856,Não
15589195,Sim
15699911,Sim
15663438,Sim
15692583,Não
15591257,Não
15646513,Sim
15708063,Sim
15696098,Não
15645517,Não
15649744,Não
15604304,Sim
15784092,Não
15585198,Não
15624347,Não
15621687,Não
15689081,Não
15813168,Sim
15604295,Não
15724127,Não
15673055,Não
15768201,Não
15782219,Não
15746410,Não
15780144,Não
15590476,Não
15624293,Sim
15618182,Não
15660316,Sim
15678886,Não
15616330,Não
15592229,Sim
15798424,Sim
15714750,Não
15648800,Sim
15626147,Sim
15626608,Sim
15723250,Não
15592583,Sim
15759381,Sim
15585241,Não
15589358,Não
15672704,Não
15789955,Sim
15596800,Não
15627305,Sim
15645316,Sim
15593973,Sim
15647301,Não
15750258,Sim
15685309,Não
15628205,Sim
15733974,Sim
15762110,Não
15706899,Não
15732660,Não
15656121,Não
15614220,Não
15645269,Não
15698510,Não
15569247,Sim
15566251,Sim
15716134,Não
15763625,Não
15605965,Não
15694821,Sim
15601688,Não
15575581,Não
15671209,Sim
15616529,Não
15773906,Não
15722993,Não
15752463,Não
15589754,Sim
15669899,Sim
15766887,Não
15768006,Não
15741295,Não
15811327,Sim
15690007,Sim
15690664,Não
15719348,Sim
15781802,Sim
15752731,Sim
15600997,Não
15750776,Não
15723907,Sim
15633419,Não
15702430,Não
15710456,Não
15650351,Não
15590820,Não
15640454,Sim
15697789,Não
15808182,Não
15588670,Sim
15721292,Não
15604217,Não
15651369,Não
15782454,Sim
15814032,Não
15570326,Não
15624428,Não
15755638,Sim
15600992,Não
15755649,Sim
15795228,Não
15589257,Não
15719302,Sim
15639882,Não
15791279,Não
15636935,Não
15686909,Não
15589572,Sim
15779947,Sim
15573769,Não
15578866,Sim
15739131,Sim
15813444,Não
15678058,Sim
15769169,Não
15804602,Não
15651052,Sim
15724334,Não
15569451,Não
15650098,Não
15724307,Sim
15599268,Não
15594864,Não
15616451,Sim
15715667,Não
15658969,Sim
15738174,Não
15813590,Não
15624229,Não
15674148,Não
15625080,Sim
15682528,Não
15696900,Não
15730038,Não
15812272,Não
15654654,Não
15697625,Não
15616280,Sim
15654229,Não
15628298,Sim
15733387,Sim
15775572,Sim
15613844,Não
15578515,Não
15607598,Não
15742480,Não
15749482,Não
15607537,Sim
15575410,Não
15684865,Sim
15600700,Sim
15774155,Não
15634267,Não
15619626,Não
15660422,Não
15617934,Não
15760774,Não
15813132,Não
15593331,Não
15616709,Não
15658052,Sim
15721189,Sim
15711288,Não
15770030,Não
15803681,Não
15702789,Não
15814930,Sim
15658306,Sim
15699523,Sim
15610383,Sim
15615032,Não
15781989,Sim
15647402,Não
15740494,Não
15701265,Não
15743532,Sim
15794870,Não
15747591,Não
15726557,Sim
15732199,Não
15662291,Sim
15749050,Sim
15781586,Não
15617078,Sim
15723339,Não
15671322,Sim
15793854,Não
15756539,Não
15612064,Não
15625916,Não
15683195,Não
15690182,Sim
15721719,Não
15641690,Não
15634896,Não
15671590,Não
15779182,Sim
15778287,Não
15609510,Não
15742229,Sim
15658532,Sim
15590993,Não
15565701,Sim
15597239,Sim
15688880,Sim
15813917,Sim
15679611,Sim
15636589,Não
15687752,Não
15584363,Não
15737748,Sim
15803365,Sim
15793247,Não
15572360,Não
15795166,Não
15724620,Sim
15800856,Não
15671097,Não
15683930,Não
15749004,Não
15800434,Sim
15709117,Sim
15638806,Não
15662294,Não
15690079,Não
15759317,Não
15750497,Não
15596181,Não
15576602,Não
15644833,Sim
15734634,Não
15808689,Não
15720702,Sim
15665077,Sim
15763612,Não
15596493,Não
15704483,Não
15598846,Sim
15629244,Não
15765537,Não
15729975,Sim
15682773,Não
15688007,Não
15574331,Sim
15645572,Sim
15742854,Não
15575417,Não
15796721,Não
15734942,Sim
15664772,Não
15576683,Sim
15682563,Sim
15650889,Não
15612108,Sim
15761132,Não
15645511,Não
15609824,Sim
15640268,Sim
15645778,Sim
15691104,Não
15714567,Não
15777826,Não
15668445,Não
15576162,Não
15778135,Sim
15613141,Não
15635435,Sim
15596552,Sim
15623644,Não
15683403,Sim
15615029,Não
15769005,Não
15746326,Não
15722364,Não
15704954,Não
15694409,Não
15754068,Não
15683841,Não
15789095,Não
15719958,Não
15689514,Sim
15621353,Não
15627232,Sim
15745843,Não
15722902,Sim
15791767,Não
15792722,Sim
15723006,Não
15771942,Sim
15774738,Sim
15574004,Não
15587233,Sim
15808228,Sim
15682834,Não
15571752,Sim
15743067,Sim
15714466,Sim
15617982,Não
15696637,Não
15690647,Sim
15672756,Não
15704586,Não
15674526,Sim
15775295,Não
15684196,Sim
15727281,Não
15787835,Não
15730540,Não
15646276,Sim
15582180,Não
15697095,Não
15748797,Sim
15754796,Não
15628947,Não
15775546,Não
15670481,Não
15619029,Não
15613282,Não
15721487,Não
15797276,Sim
15612494,Sim
15629617,Não
15600821,Sim
15579062,Não
15814268,Sim
15710164,Sim
15693904,Não
15588986,Não
15797733,Não
15620507,Sim
15685150,Não
15667651,Não
15774166,Não
15649280,Sim
15705657,Sim
15753969,Não
15742378,Sim
15794874,Não
15589221,Não
15596671,Sim
15583668,Sim
15710206,Sim
15799966,Sim
15794560,Sim
15626485,Não
15703143,Não
15809772,Sim
15687959,Sim
15585282,Não
15714993,Sim
15596021,Não
15646615,Não
15742632,Não
15574068,Sim
15806967,Sim
15796334,Sim
15688713,Não
15796179,Sim
15598751,Sim
15703019,Não
15646302,Não
15680855,Não
15697311,Sim
15585367,Sim
15726556,Não
15676242,Não
15684198,Não
15774882,Não
15714227,Sim
15608653,Não
15784280,Não
15789546,Não
15590320,Não
15678385,Não
15571778,Sim
15657085,Não
15640627,Não
15566211,Sim
15669293,Não
15595067,Não
15753566,Sim
15650391,Não
15681843,Não
15814846,Sim
15670374,Sim
15762332,Não
15700223,Não
15729956,Não
15594862,Não
15598782,Não
15745080,Não
15703399,Não
15732175,Não
15630725,Sim
15640260,Não
15716822,Não
15583748,Não
15605968,Não
15790683,Não
15607713,Não
15700212,Não
15626710,Não
15716491,Sim
15625824,Sim
15617705,Não
15761976,Não
15634891,Sim
15744517,Sim
15686963,Sim
15808189,Não
15580845,Sim
15799156,Não
15694296,Não
15677049,Não
15583595,Não
15590146,Sim
15801548,Não
15660833,Não
15762277,Sim
15791302,Não
15798975,Sim
15599956,Não
15577274,Sim
15701200,Não
15638149,Sim
15786199,Não
15701765,Não
15586974,Não
15729040,Não
15788676,Não
15602497,Não
15701333,Sim
15812071,Não
15634375,Não
15738267,Sim
15786800,Sim
15591130,Não
15720662,Não
15751531,Não
15653595,Não
15568360,Sim
15781210,Não
15668058,Sim
15597131,Não
15697283,Não
15640953,Não
15715031,Não
15589660,Sim
15769818,Não
15782736,Sim
15614818,Não
15794014,Não
15732448,Não
15723411,Não
15797686,Não
15605950,Não
15812497,Sim
15690678,Não
15747677,Sim
15618926,Não
15673908,Sim
15727944,Sim
15807294,Não
15618581,Não
15584364,Sim
15599552,Não
15749177,Não
15718779,Não
15568106,Não
15779481,Não
15709994,Não
15772777,Não
15706815,Sim
15618018,Não
15671032,Não
15634281,Sim
15766374,Não
15600991,Não
15777576,Não
15742613,Não
15649523,Não
15651063,Não
15683124,Sim
15618314,Não
15670823,Sim
15607133,Não
15615012,Não
15725141,Sim
15623560,Não
15693018,Não
15636756,Não
15647474,Não
15576714,Não
15585047,Não
15743976,Sim
15793881,Não
15576517,Não
15631072,Não
15730394,Não
15631460,Não
15692002,Não
15595282,Não
15789548,Não
15758035,Sim
15617518,Não
15651802,Não
15631813,Não
15729668,Não
15741728,Não
15576676,Não
15711378,Não
15765520,Não
15656726,Não
15647842,Sim
15719309,Não
15748718,Não
15594404,Não
15751158,Sim
15593470,Sim
15695129,Não
15640865,Não
15714080,Sim
15648721,Não
15801466,Não
15750248,Sim
15758726,Não
15781553,Sim
15649121,Sim
15674811,Não
15646037,Sim
15722578,Não
15665695,Não
15801062,Não
15662955,Não
15770309,Não
15657386,Não
15777797,Não
15783955,Não
15804516,Sim
15681758,Não
15630321,Não
15588248,Não
15591932,Não
15810347,Não
15595303,Sim
15634950,Sim
15685372,Sim
15745827,Não
15755868,Sim
15735222,Não
15604804,Não
15718944,Não
15678626,Não
15571550,Sim
15723053,Não
15661528,Sim
15754177,Não
15683544,Sim
15708048,Sim
15701109,Não
15600110,Sim
15651533,Sim
15777904,Não
15655574,Sim
15569423,Não
15718106,Não
15585067,Não
15675501,Sim
15633233,Sim
15667134,Não
15659105,Sim
15575409,Sim
15752342,Sim
15654851,Não
15741429,Não
15682356,Não
15806447,Não
15800229,Sim
15663441,Sim
15791991,Sim
15775082,Não
15579706,Sim
15718247,Não
15755722,Não
15582259,Não
15716994,Não
15586880,Não
15713854,Não
15780835,Não
15675896,Sim
15658459,Não
15658057,Sim
15801767,Não
15569178,Não
15731478,Sim
15811236,Não
15746749,Não
15662758,Sim
15709387,Sim
15572093,Não
15713826,Sim
15570205,Não
15589348,Não
15804610,Não
15700854,Não
15758836,Não
15772933,Não
15809006,Não
15689612,Não
15744614,Não
15704250,Não
15700255,Não
15669410,Não
15807595,Sim
15664523,Não
15642833,Não
15605279,Sim
15713644,Não
15750466,Sim
15739054,Não
15612771,Não
15788483,Sim
15732832,Não
15772892,Sim
15713843,Não
15567993,Não
15617603,Não
15744983,Não
15630419,Sim
15738828,Sim
15778025,Não
15799479,Não
15684269,Sim
15762745,Não
15746970,Não
15725024,Não
15592116,Não
15624391,Não
15567422,Não
15612627,Não
15574879,Não
15745107,Sim
15734491,Não
15675320,Não
15643824,Não
15643438,Não
15721730,Não
15680727,Sim
15752508,Não
15808846,Não
15727251,Não
15663489,Sim
15683677,Não
15596414,Sim
15730639,Não
15672132,Sim
15742638,Não
15578603,Sim
15726088,Não
15682533,Não
15772995,Não
15765694,Sim
15659486,Sim
15568963,Sim
15703820,Não
15569410,Não
15632256,Não
15724466,Sim
15777639,Não
15802501,Não
15778410,Sim
15670702,Não
15704763,Sim
15645544,Sim
15757646,Não
15701121,Não
15796313,Não
15815660,Não
15602844,Sim
15636238,Não
15770101,Não
15645543,Não
15596397,Não
15770525,Não
15684267,Não
15689980,Sim
15633260,Não
15756471,Não
15721303,Não
15802256,Não
15725664,Sim
15674851,Não
15701946,Não
15748947,Não
15673342,Não
15601008,Não
15771636,Sim
15642002,Não
15693381,Não
15607691,Não
15589380,Não
15603846,Não
15753549,Não
15725355,Sim
15773017,Não
15625641,Sim
15776467,Não
15746451,Não
15777922,Não
15606841,Não
15757648,Sim
15677173,Não
15764170,Sim
15610446,Sim
15612776,Não
15794122,Não
15774931,Não
15779247,Não
15707078,Não
15605263,Não
15607381,Não
15683471,Não
15605037,Sim
15576085,Não
15770435,Não
15592994,Sim
15624068,Não
15595221,Sim
15637131,Não
15613471,Não
15583499,Não
15752816,Não
15804075,Sim
15800517,Não
15712319,Não
15797389,Não
15621432,Não
15779390,Não
15711219,Sim
15770498,Não
15678727,Sim
15573893,Não
15740104,Não
15792649,Não
15605275,Sim
15572467,Não
15738219,Não
15600710,Não
15804394,Sim
15694188,Não
15583718,Não
15802478,Não
15619343,Não
15758813,Não
15761374,Sim
15569209,Não
15788539,Sim
15747222,Não
15769346,Não
15699634,Não
15589076,Não
15812338,Sim
15758845,Não
15685844,Sim
15583090,Não
15587581,Não
15633640,Sim
15573741,Não
15633574,Sim
15711455,Sim
15570601,Sim
15690925,Sim
15709338,Não
15780746,Não
15681956,Não
15778190,Não
15786852,Não
15726494,Sim
15641183,Não
15805312,Não
15636572,Não
15632575,Sim
15740164,Não
15574947,Não
15597909,Sim
15782574,Não
15734999,Não
15706593,Não
15766686,Sim
15590268,Não
15763055,Não
15664754,Sim
15643630,Não
15641043,Não
15768095,Não
15811314,Não
15669922,Não
15707114,Não
15670602,Não
15713479,Não
15663830,Não
15566958,Não
15680918,Não
15663921,Não
15716324,Não
15796969,Não
15574783,Não
15773487,Sim
15802486,Não
15783398,Sim
15649418,Não
15604588,Não
15735428,Não
15629078,Sim
15806880,Não
15754999,Não
15781034,Não
